,text,sentiment
491,credit credit due shocked shocked trump cogent health care debate response gopdebate https co mdfg ufaz,0
492,pattonoswalt concludes debate please welcome koch brothers choose ideological broodmare whore stab,0
493,colmorrisdavis amusing hear men chose serve military talk tough using people kids backup b,0
494,god going like co president something gopdebate eleventhdebater,0
495,redstatejake pay serious watch someone grill egomaniacal bullies interview gopdebate kellyfile http,0
496,kind glad get watch gopdebate yesterday better mental health,1
499,amaraconda swear god another cis white man speaks abortion like know like pregnant gopdebate,0
501,elianabenador politicalshort samlove love andybryant ebenjones mjgranger gopdebate trump selfish amp immature power,0
504,ethicistforhire ten rich narcissists spouting nihilistic applause lines debate zeitgeist gopdebate,0
505,really thought marcorubio solid performance last night gopdebate,1
506,smartest amp wisest man room last night barely got speaking time little salty gopdebate realbencarson,1
508,govmikehuckabee govmikehuckabee good night well tonight bretbaier imwithhuck gopdebate https co fn gmknq,1
509,writeintrump hey megan kelly ask kelly osbourne attacking week worked gopdebate,0
510,megynkelly tedcruz gets powerful response frankluntz focus group kellyfile gopdebate,1
511,god amp religion important election religion play part decision making country gopdebate,0
512,pose awkward hell work stiff natural kinda like gopdebate last night pissed pat,0
513,goddessjaz discussion racist police violence finished typing tweet gopdebate kkkorgop,0
514,rickcanton cruzcrew outsider always tells truth honors commitments gopdebate http co wheorxlcid,1
515,mspeoples jebbush tell hang em neck wing party gopdebate kkkorgop https co fgwctd bb,0
517,dont care think dont time pc respectful women something nature gopdebate,0
518,zellieimani ben carson one seems see cares say racism doesnt exist kkkorgop gopdebate http,1
520,coincidence watch gopdebate unless cable,0
522,writeintrump gopdebate party rand paul get since bar allow poodles,0
523,megynkelly thinks high ratings foxnews gopdebate hate break honey realdonaldtrump,0
524,walked restaurant last night even meal came feeling sick stomach gopdebate,0
526,alexisinnh two debates one winner carly http co piewa jccc carly gopdebate,1
527,gopdebate debate stages filled liars traitors double talking cheaters deceiving misogynists stunk high heaven,0
530,jayedilla surprise surprise govmikehuckabee thinks trans life social experiment gopdebate,0
531,boblonsberry biggest losers gopdebate megynkelly chris wallace cynical arrogant condescending game show hosts,0
532,megynkelly crazy day fun night exhausting week moments gopdebate firing big event http co vwg,1
533,thecjpearson called gopdebate cruztovictory http co p jem cfpw,1
534,billhemmer ask romney moment passed would asked reagan worst question gopdebate,0
535,pattonoswalt talking hilary like john wick love gopdebate,1
536,strange god told vote gopdebate https co b sr mmalx,0
538,trumptastic gopdebate,1
539,mattyiceaz us economy added jobs july must result job killing obamacare republicans talked last nig,0
540,carlyfiorina one biggest winners thursday night without even stepping prime time stage cnn gopdebate,1
541,gopdebate sure fun games one wackos finger big red button http co ndgrhvpb,0
543,bodybynance absolutely authored kate law leader party blocked kate law cruzcrew gopdebate http co,1
545,trump told megyn kelly go hell foxnews gopdebate,0
547,everyone still talking great job realbencarson gopdebate last night articulate good points made,1
549,chris christie pro life republicans never apologize pro life http co mdmned lgq gopdebate http co oljo mj,1
552,jkarsh pffft since fox care lady viewers plus megyn sole goal gopdebate come winner,0
553,jfreewright last time heard stupid amp idiot used liberally debate race president kindergarten,0
554,laugh huck mentioned pimps get em mike imwithhuck gopdebate th ccot tcot https co lmoh w,1
555,dwstweets message spin room univision winner gopdebate tonight next year democratic nominee http,0
556,brianstelter overnight gopdebate household rating biggest gop debates ratings http co vhl,1
557,ben elder donald trump rand paul tonight gopdebate http co jv yfov xz,0
558,gopdebate great theatrical performance broadway,0
559,omg megynkelly fox news fan clinton fan amazing job last night impressed qs gopdebate,1
560,although occasional dick realdonaldtrump sure knows keep political debates alive exciting gopdebate,0
561,laurengreenberg okay kill people military okay get abortion rape victim,0
562,nymag hillary clinton spent gopdebate night kardashians http co gklccjobi http co xrsj rnq,0
563,official gop platform less abortion war gopdebate priorities,0
564,pattonoswalt kill people break things huckabee described gop gopdebate,0
565,sallykohn think megynkelly gopdebate hard hitting questions concern majority voter fringe gop base,1
566,ambitiouspaul skin make us brain sellout gopdebate,0
567,dwstweets final thoughts gopdebate tonight republican party touch date http co tuegrpp,0
568,writeintrump gopdebate party update rubio cruz bush huddled corner speaking spanish think plottin,0
569,lilagracerose megynkelly abortion never medically necessary touting ppact talking points question scottwalke,0
572,real nerd fun fact checking gopdebate http co un cj dotj,0
573,tnycloseread santorum compared scotus marriage ruling dred scott analogy nonsense http co xjzdnxdm,0
574,fredzeppelin priceless carlyfiorina cleans chris matthew clock post debate woman contender gopdebate gocarly h,1
575,npr rip niloy islam ic fundamentalists must die either normal humans isis irandeal gopdebate,0
578,amymek debate opinion changed foxnews megynkelly bretbaier amp chris wallace utterly disappointed g,0
579,tedcruz great gopdebate discussing issues important american people https co wemkfa vln join fight https co xv,1
580,gopdebate hillary share sentiments favorites gop side enthusiasm want vote,0
582,hadiyah rand paul rocking wet wavy ooh kill em gopdebate,0
583,sethanikeem phaedrabonewits gopdebate spoiler alert rich white guy tells country going help rich white gu,0
585,hadiyah jen bush looks like art teacher inner city school everyday car gets vandalized gopdebate,0
586,hadiyah lets see jeb bush try solve common core math problem gopdebate,0
587,hadiyah bruh ben carson boring af need punch trump face get game gopdebate,0
588,hadiyah somebody needs get water stage trump paul start tossing drinks gopdebate,0
591,kesgardner agreed still one everyone talking mystified gopdebate,0
592,pattonoswalt donald trump views immigration based solely first minutes scarface gopdebate,0
593,rightly frank rightly gopdebate https co cfasi,1
594,maybe paying attention every little thing donaldtrump sez novelty anymore gopdebate gopclowncar,0
595,fightfor total number mentions min wage tonight rep debate zero http co vd obzdjgj gopdebate fightfor http c,0
597,billmaher ben carson doubts hillary dem nominee ben still brain cutting tools mirror ok lie,0
598,trump lead shows low bar gop nomination amp speaks base approval elected leaders gopdebate uniteblue p,0
599,old tiresome gop tcot bs republican debate blows http co sff juexux gopdebate sanders,0
600,pharris shareaholic extreme violates first amendment gopdebate,0
601,winning cruzcrew keep tedcruz gopdebate https co ur q kjrfx,1
602,frustrating watch gopdebate woman http co spe vvguy via huffpostwomen,0
603,cont gopdebate losers rand randpaul combative mean realdonaldtrump fix biggest loser foxnews credibility,0
604,imraansiddiqi jeb bush gonna earn said bush ever gopdebate,0
605,megynkelly realbencarson thing politically correct war gopdebate,0
608,christichat wakeupamerica sheriffclarke agree carlyfiorina force tcot sisterpatriots carly gopdebate http c,1
609,hippielily shannonrose dealing gopdebate republicans america http co tlz rk jr,0
612,ok tyeblue makes giggle guuuurrrl gopdebate https co jka buhxv,1
613,daveweigel believe phrase nominee run independent uttered gopdebate,0
614,mrgeorgewallace candidates stayin pretty calm considering assume dr carson gonna mug point gopde,1
615,nerdist trump really great orange new orange gopdebate,1
616,andreafed deb libby half republican base dementia probably found riveting confusing tv w toaster,0
619,pattonoswalt wait rand paul want marry gun saying deal breaker still gopdebate,0
621,chrchcurmudgeon vote hologram calvin coolidge moonwalking across stage right gopdebate,0
622,thefriddle trump mexico rubio majority illegals mexican grandstanding vs understanding real issue looks,0
623,gopdebate like super crappy cage fight blustering bumbling old wrinkled tuckus clinchers without cage,0
624,norsu rand paul could drop top w dreadful petulent debate fiorina moves gopdebate tcot,0
625,weeklystandard realdonaldtrump looking like bernie sanders issues http co bzknuxxobk gopdebate http co dxx,0
626,daveweigel official debate line l r loser loser loser loser classy loser loser loser loser loser gopdebate,0
628,gopdebate madness last night dnc morning guuuuurrrrlllll http co qkkpnkx c,0
629,youngblkrepub saying gopdebate http co zqcaonpakj,0
630,thepatriot hey foxnews let us rep digest gopdebate allow debbie wasserman schultz trash gop htt,0
631,trump gopdebate illuminati want win http co kvlxwb kd http co zycvny noq,1
632,jimfkenney hey chrischristie want check constitution right philly keep bridge open,0
